Word (ISO 15919),Meaning,Notes,Class,Stems,Gender,Number,Case,Person,Padam,Root,Preverbs,Tense-Mood,Class
,ētā́vat,this much/many,"Inflected like a possessive adjective in <span class=""translit"">-vát</span>.",adj,"ḗtā́vat-, ētā́vatī-",n,sg,1,,,,,,
